,Name,Type,Area,Neighborhood,Address,Lat,Long,Price,Comida_rating,Servicio_rating,Ambiente_rating,Votes,Menu_ejecutivo,Acceso_discapacitados,Estacionamientos,Kosher,Wifi,Domicilio,Dog_friendly,agg_rating,text
649,Agave Azul ,['Mexicana'],Panamá,Paitilla/Punta Pacifica,"Plaza Pacífica, local Nro. 2",8.978281599999999,-79.510362,24,4.6,4.3,4.2,2862,0,1,1,0,1,0,0,13.099999999999998,Agave Azul  (2862 Check-ins)<br>Price: $24.<br>Rating: 13.1/15.
835,Darna's Bread Co (Punta Pacifica) ,"['Internacional', 'Vegetariana']",Panamá,Paitilla/Punta Pacifica,"Calle Punta Chiriqui, locales comerciales de Grand Tower.",8.9755613847948,-79.507529586554,24,4.2,4.2,4.2,150,0,1,1,1,1,1,0,12.600000000000001,Darna's Bread Co (Punta Pacifica)  (150 Check-ins)<br>Price: $24.<br>Rating: 12.6/15.
691,Guerrero Xian ,"['China', 'Cantonesa']",Panamá,Obarrio,"Calle Ricardo Arango entre Calle 60 y 61. Plaza Centromall, local 10",8.986852472730199,-79.515877626836,24,4.5,4.5,4.3,1670,0,1,1,0,1,1,0,13.3,Guerrero Xian  (1670 Check-ins)<br>Price: $24.<br>Rating: 13.3/15.
831,Applebee's (Costa del Este) ,['Internacional'],Panamá,Costa del Este,"Avenida Marina del Norte, Atrio Mall",9.0217746264687,-79.463158808649,24,4.2,4.4,4.4,226,0,1,1,0,0,0,0,13.000000000000002,Applebee's (Costa del Este)  (226 Check-ins)<br>Price: $24.<br>Rating: 13.0/15.
723,El Mercadito Biologico ,['Organica'],Panamá,San Francisco,Calle 67,8.993671993575301,-79.511449299753,24,4.5,4.4,4.2,353,0,0,1,0,1,0,0,13.100000000000001,El Mercadito Biologico  (353 Check-ins)<br>Price: $24.<br>Rating: 13.1/15.
821,Leños & Carbón (Multiplaza) ,"['Internacional', 'Parrillada']",Panamá,Paitilla/Punta Pacifica,Centro Comercial Multiplaza,8.9850840721564,-79.510277509689,24,4.2,4.0,4.0,550,0,1,1,0,1,0,0,12.2,Leños & Carbón (Multiplaza)  (550 Check-ins)<br>Price: $24.<br>Rating: 12.2/15.
815,Jimmy's ,"['Griega', 'Internacional']",Panamá,San Francisco,"Via Cincuentenario, Frente a Atlapa",8.9909300271445,-79.49810028076199,24,4.2,4.0,3.6,1133,0,0,1,0,0,0,0,11.799999999999999,Jimmy's  (1133 Check-ins)<br>Price: $24.<br>Rating: 11.8/15.
743,Sushi Market (Costa del Este) ,['Japonesa'],Panamá,Costa del Este,"Torre Financial Park, PB, a un lado de la entrada del corredor",9.0097710236919,-79.476792812347,24,4.4,4.1,4.1,1109,0,1,1,0,1,0,0,12.6,Sushi Market (Costa del Este)  (1109 Check-ins)<br>Price: $24.<br>Rating: 12.6/15.
745,Saquella Espresso (Multiplaza) ,"['Mediterránea', 'Italiana']",Panamá,Paitilla/Punta Pacifica,"Centro Comercial Multiplaza Pacific, Primer Piso",8.983766376304999,-79.512176513672,24,4.4,4.1,3.9,932,0,1,1,0,0,0,0,12.4,Saquella Espresso (Multiplaza)  (932 Check-ins)<br>Price: $24.<br>Rating: 12.4/15.
809,Pastissima (Altaplaza) ,['Italiana'],Panamá,Condado del Rey,"Via Centenario. Altaplaza Mall, Piso 3",9.0296557265958,-79.534606486559,24,4.3,4.4,4.4,86,0,1,1,0,1,1,0,13.1,Pastissima (Altaplaza)  (86 Check-ins)<br>Price: $24.<br>Rating: 13.1/15.
680,The Raj ,['India'],Panamá,El Carmen/El Cangrejo,Via Argentina,8.9882039348746,-79.523680508033,24,4.6,4.4,3.9,85,0,1,1,0,1,1,0,12.9,The Raj  (85 Check-ins)<br>Price: $24.<br>Rating: 12.9/15.
658,Tataki (Condado del Rey) ,"['Japonesa', 'Tailandesa', 'Peruana']",Panamá,Condado del Rey,Caminos de Centennial,9.0312858186275,-79.53076134893601,24,4.6,4.6,4.5,1119,0,1,1,0,1,0,0,13.7,Tataki (Condado del Rey)  (1119 Check-ins)<br>Price: $24.<br>Rating: 13.7/15.
860,Feeling (Casco Antiguo) ,"['Italiana', 'Mediterránea']",Panamá,Casco Antiguo,"Plaza Bolívar, al lado del Hotel Colombia",8.953301,-79.533732,25,3.9,4.1,4.1,106,0,0,0,0,1,0,1,12.1,Feeling (Casco Antiguo)  (106 Check-ins)<br>Price: $25.<br>Rating: 12.1/15.
806,Leños & Carbón (Balboa Boutiques) ,['Parrillada'],Panamá,Marbella/Area Bancaria,"Avenida Balboa, Balboa Boutique Terrazas local B001",8.975985000000001,-79.520412,25,4.3,4.3,4.2,139,1,0,1,0,0,1,0,12.8,Leños & Carbón (Balboa Boutiques)  (139 Check-ins)<br>Price: $25.<br>Rating: 12.8/15.
839,Frida Food & Lounge Amazonia ,"['Mexicana', 'Internacional']",Panamá,Costa del Este,"Avenida Centenario, Centro Comercial Ocean Drive, local 7 8",9.0146811249362,-79.477986060083,25,4.2,4.5,4.6,83,0,0,1,0,1,0,0,13.299999999999999,Frida Food & Lounge Amazonia  (83 Check-ins)<br>Price: $25.<br>Rating: 13.3/15.
876,Leños y Carbon (altaplaza Mall) ,['Parrillada'],Panamá,Condado del Rey,"Vía Centenaria, Altaplaza Mall",9.02966,-79.5336717,25,4.4,4.1,4.3,188,0,0,0,0,0,0,0,12.8,Leños y Carbon (altaplaza Mall)  (188 Check-ins)<br>Price: $25.<br>Rating: 12.8/15.
827,Bottle Alley ,['Internacional'],Panamá,Costa del Este,Avenida La Antigua. Town Center,9.0140200780173,-79.46480795767201,25,4.2,4.1,4.4,381,0,1,1,0,0,0,0,12.700000000000001,Bottle Alley  (381 Check-ins)<br>Price: $25.<br>Rating: 12.7/15.
895,Canal Bistro ,['Internacional'],Panamá,Albrook/Clayton,"Centro Comercial Albrook Mall, Hotel Wyndham Panama Albrook Mall, pb, al lado de la recepción",8.9753735866055,-79.553048022754,25,4.1,4.0,4.0,132,0,1,1,0,1,0,0,12.1,Canal Bistro  (132 Check-ins)<br>Price: $25.<br>Rating: 12.1/15.
888,Azul Pool Bar ,['Internacional'],Panamá,Paitilla/Punta Pacifica,"Calle Punta Colón, JW Marriott, piso 13",8.974705656450801,-79.506863523804,25,4.2,4.0,4.3,91,0,1,1,0,1,0,0,12.5,Azul Pool Bar  (91 Check-ins)<br>Price: $25.<br>Rating: 12.5/15.
886,Bar Blue  ,"['Internacional', 'Tapas']",Panamá,Marbella/Area Bancaria,Avenida Balboa con calle Aquilino de la Guardia,8.9759667374592,-79.522465467453,25,4.2,4.0,4.3,149,0,1,1,0,1,0,0,12.5,Bar Blue   (149 Check-ins)<br>Price: $25.<br>Rating: 12.5/15.
742,Hard Rock Cafe ,['Americana'],Panamá,Marbella/Area Bancaria,"Avenida Balboa, Multicentro, piso 2",8.976040919597,-79.516907930374,25,4.4,4.5,4.6,1118,1,1,1,0,1,0,0,13.5,Hard Rock Cafe  (1118 Check-ins)<br>Price: $25.<br>Rating: 13.5/15.
642,Gentile Gourmet ,"['Internacional', 'Mediterránea']",Panamá,Costa del Este,Avenida del Sol detrás de Arrocha Zen plaza,9.0162238790065,-79.46421660482899,25,4.7,4.4,4.5,853,1,1,1,0,1,0,0,13.600000000000001,Gentile Gourmet  (853 Check-ins)<br>Price: $25.<br>Rating: 13.6/15.
662,Hikaru (Marbella) ,"['Asiática', 'Japonesa']",Panamá,Marbella/Area Bancaria,"Calle Anastacio Ruiz, Al lado de Pizzeria Rustica",8.978679674348099,-79.519944190979,25,4.6,4.5,4.1,783,1,1,1,0,1,0,0,13.2,Hikaru (Marbella)  (783 Check-ins)<br>Price: $25.<br>Rating: 13.2/15.
784,Coliseum ,"['Italiana', 'Pizzeria']",Panamá,Casco Antiguo,"Av. B, entre Calles 8 y  9, Frente a la Escuela Repúblicas de México",8.9532397959715,-79.53606963157699,25,4.3,4.1,4.1,614,0,1,0,0,0,0,0,12.499999999999998,Coliseum  (614 Check-ins)<br>Price: $25.<br>Rating: 12.5/15.
692,Al Basha (Calle Uruguay) ,['Libanesa'],Panamá,Marbella/Area Bancaria,Calle 49 con avenida Federico Boyd,8.978435934754199,-79.524469077587,25,4.5,4.5,4.5,1537,1,1,1,0,1,1,1,13.5,Al Basha (Calle Uruguay)  (1537 Check-ins)<br>Price: $25.<br>Rating: 13.5/15.
744,Mar de Grau ,"['Peruana', 'Internacional']",Panamá,El Carmen/El Cangrejo,"Calle Eusebio A. Morales, en frente del Hotel El Parador",8.9869549311646,-79.526651217058,25,4.4,4.1,3.8,1010,0,1,0,0,0,0,0,12.3,Mar de Grau  (1010 Check-ins)<br>Price: $25.<br>Rating: 12.3/15.
697,Tantalo Kitchen ,['Tapas'],Panamá,Casco Antiguo,Ave B y Calle 8,8.953096721424698,-79.53560829162599,25,4.5,4.3,4.6,1147,1,1,1,0,1,0,0,13.4,Tantalo Kitchen  (1147 Check-ins)<br>Price: $25.<br>Rating: 13.4/15.
683,Spuntino Trattoria ,"['Italiana', 'Pizzeria']",Panamá,Obarrio,"Avenida Samuel Lewis, con Calle 61 Este",8.987169061884499,-79.51581157743901,25,4.5,4.6,4.3,4175,0,1,1,0,1,1,0,13.399999999999999,Spuntino Trattoria  (4175 Check-ins)<br>Price: $25.<br>Rating: 13.4/15.
762,Leños & Carbón (Altaplaza Mall) ,"['Parrillada', 'Internacional']",Panamá,Condado del Rey,"Calle Vía Centenario, Food Court Altaplaza Mall",9.0295921453605,-79.533965746033,25,4.4,4.1,4.2,322,0,1,1,0,0,0,0,12.7,Leños & Carbón (Altaplaza Mall)  (322 Check-ins)<br>Price: $25.<br>Rating: 12.7/15.
769,Leños y Carbon Gourmet (Soho Mall) ,"['Parrillada', 'Internacional']",Panamá,Obarrio,"Calle 50, Soho Mall, Piso D, local D 33; D 34",8.983094,-79.519384,25,4.4,4.1,4.1,127,0,1,1,0,1,0,0,12.6,Leños y Carbon Gourmet (Soho Mall)  (127 Check-ins)<br>Price: $25.<br>Rating: 12.6/15.
634,Carbón y Sazón ,['Peruana'],Panamá,Marbella/Area Bancaria,Calle 50. P.H. Plaza New York,8.9816575231135,-79.52005147934,25,4.8,4.7,4.3,838,0,1,1,0,1,1,0,13.8,Carbón y Sazón  (838 Check-ins)<br>Price: $25.<br>Rating: 13.8/15.
711,Botánica Pizza. ,"['Italiana', 'Pizzeria']",Panamá,San Francisco,"The Plaza, Vía Cincuentenario, Planta baja local 1",8.9999506673481,-79.49700428374099,25,4.5,4.2,4.5,662,0,1,1,0,1,1,1,13.2,Botánica Pizza.  (662 Check-ins)<br>Price: $25.<br>Rating: 13.2/15.
639,Asu Mare Peruvian Grill Cuisine ,['Peruana'],Panamá,San Francisco,"Calle 66, Plaza Belen Shops",8.995121276599301,-79.513002530349,25,4.7,4.5,4.2,1168,0,1,1,0,1,1,0,13.399999999999999,Asu Mare Peruvian Grill Cuisine  (1168 Check-ins)<br>Price: $25.<br>Rating: 13.4/15.
780,Tavola ,['Italiana'],Panamá,Costa del Este,"Avenida de la Rotonda, al lado del Westin. Ocean Mall, piso 2",9.0098769882755,-79.474428109825,25,4.3,4.2,4.0,786,1,0,1,0,1,1,0,12.5,Tavola  (786 Check-ins)<br>Price: $25.<br>Rating: 12.5/15.
698,Salón Canton (Costa del Este) ,"['Cantonesa', 'China']",Panamá,Costa del Este,"Av. La Rotonda, plaza Ocean Mall",9.009955,-79.474674,25,4.5,4.4,4.3,1142,0,1,1,0,1,1,0,13.2,Salón Canton (Costa del Este)  (1142 Check-ins)<br>Price: $25.<br>Rating: 13.2/15.
748,Stefano's ,"['Francesa', 'Internacional']",Panamá,Paitilla/Punta Pacifica,"Multiplaza, 3ra etapa frente a Stevens",8.985071454651099,-79.510441083328,25,4.4,4.3,4.1,670,0,1,1,0,1,0,0,12.799999999999999,Stefano's  (670 Check-ins)<br>Price: $25.<br>Rating: 12.8/15.
663,Tío Navaja ,"['Creativa', 'Internacional']",Panamá,Casco Antiguo,Av. Central y Calle 3era,8.9521336162974,-79.533253312111,26,4.6,4.3,4.3,707,1,0,0,0,1,0,0,13.2,Tío Navaja  (707 Check-ins)<br>Price: $26.<br>Rating: 13.2/15.
854,La Papa (Costa del Este) ,['Internacional'],Panamá,Costa del Este,"Avenida Paseo del Mar, Town Center",9.0139379564095,-79.464472681545,26,4.0,3.8,4.1,95,0,1,1,0,0,0,1,11.899999999999999,La Papa (Costa del Este)  (95 Check-ins)<br>Price: $26.<br>Rating: 11.9/15.
671,Saquella (Soho Mall) ,['Internacional'],Panamá,Obarrio,"Calle 50, Soho Mall, nivel PA",8.9830086741836,-79.51970279216799,26,4.6,4.4,4.3,288,0,1,1,0,1,0,0,13.3,Saquella (Soho Mall)  (288 Check-ins)<br>Price: $26.<br>Rating: 13.3/15.
828,Corte Argentino (Costa del Este) ,['Argentina'],Panamá,Costa del Este,Plaza Downtown,9.008959069039301,-79.47797767818001,26,4.2,3.4,3.3,331,0,1,1,0,0,0,0,10.899999999999999,Corte Argentino (Costa del Este)  (331 Check-ins)<br>Price: $26.<br>Rating: 10.9/15.
721,La Pampa (Marbella) ,['Parrillada'],Panamá,Marbella/Area Bancaria,"Calle 47 con Uruguay, al lado de Waldorf Astoria",8.976962895839302,-79.524285339881,26,4.5,4.5,4.4,434,0,1,1,0,1,0,0,13.4,La Pampa (Marbella)  (434 Check-ins)<br>Price: $26.<br>Rating: 13.4/15.
717,Alandalus ,['Española'],Panamá,San Francisco,Calle 72,8.9899098807775,-79.50734662698399,26,4.5,4.2,4.1,509,0,0,1,0,0,1,0,12.799999999999999,Alandalus  (509 Check-ins)<br>Price: $26.<br>Rating: 12.8/15.
648,P.F. Chang's. ,"['Asiática', 'China']",Panamá,Paitilla/Punta Pacifica,"Centro Comercial Multiplaza. Vía Israel, Panamá Segunda Planta, Locales 338 340",8.983514,-79.510791,26,4.6,4.3,4.4,3072,0,1,1,0,1,1,0,13.299999999999999,P.F. Chang's.  (3072 Check-ins)<br>Price: $26.<br>Rating: 13.3/15.
659,Pretelt Gourmet Meats (Costa del Este) ,['Americana'],Panamá,Costa del Este,"Avenida Centenario, Plaza Procenter",9.014507610221902,-79.47989076376,26,4.6,4.1,4.0,980,0,1,1,0,1,0,0,12.7,Pretelt Gourmet Meats (Costa del Este)  (980 Check-ins)<br>Price: $26.<br>Rating: 12.7/15.
726,Do- Si- Rac ,['Coreana'],Panamá,San Francisco,"Calle 71 este, al lado de Ciao Bella Pizza",8.993732925926802,-79.508673548698,26,4.5,4.4,3.5,311,1,0,1,0,0,0,0,12.4,Do- Si- Rac  (311 Check-ins)<br>Price: $26.<br>Rating: 12.4/15.
724,Hikaru (Sortis) ,['Japonesa'],Panamá,Obarrio,"Calle 56 este, PB Hotel Sortis",8.9875707588128,-79.520845413208,26,4.5,4.4,4.4,341,0,1,1,0,1,0,1,13.3,Hikaru (Sortis)  (341 Check-ins)<br>Price: $26.<br>Rating: 13.3/15.
899,Ciao Restaurant ,"['Tapas', 'Pizzeria']",Panamá,Paitilla/Punta Pacifica,"Hard Rock Hotel, a un costado de Multicentro",8.9775351565728,-79.51807737350501,26,4.0,3.9,4.3,244,1,1,1,0,1,0,0,12.2,Ciao Restaurant  (244 Check-ins)<br>Price: $26.<br>Rating: 12.2/15.
640,Masala ,['India'],Panamá,Bella Vista,"Avenida Justo Arosemena, entre Calle 44 y Calle 45",8.976538999273,-79.531123638153,26,4.7,4.7,4.7,878,1,1,1,0,0,0,0,14.100000000000001,Masala  (878 Check-ins)<br>Price: $26.<br>Rating: 14.1/15.
774,Casa Blanca ,['Internacional'],Panamá,Casco Antiguo,"Plaza Bolivar y Calle 4ta, San Felipe",8.9532238988024,-79.533784389496,26,4.3,4.3,4.4,1265,1,0,0,0,0,0,1,13.0,Casa Blanca  (1265 Check-ins)<br>Price: $26.<br>Rating: 13.0/15.
766,Jade Garden ,['Internacional'],Panamá,El Dorado/Bethania,"Avenida Miguel Brostella, Antiguo Capos bar",9.006600681437199,-79.53733596950799,26,4.4,4.3,4.3,244,0,0,1,0,0,1,0,13.0,Jade Garden  (244 Check-ins)<br>Price: $26.<br>Rating: 13.0/15.
920,Red Lion (Multicentro) ,['Internacional'],Panamá,Paitilla/Punta Pacifica,"Multicentro, local 130",8.976433,-79.51738,26,3.3,3.5,3.8,205,0,1,1,0,1,0,0,10.6,Red Lion (Multicentro)  (205 Check-ins)<br>Price: $26.<br>Rating: 10.6/15.
729,Saquella (Casco Antiguo) ,"['Mediterránea', 'Italiana']",Panamá,Casco Antiguo,"Avenida A, esquina con Calle 7, Casco Antiguo",8.9514265206412,-79.53520629555,26,4.5,4.1,4.3,274,0,1,0,0,0,0,0,12.899999999999999,Saquella (Casco Antiguo)  (274 Check-ins)<br>Price: $26.<br>Rating: 12.9/15.
915,Barlovento  ,"['Internacional', 'Creativa']",Panamá,Casco Antiguo,"Avenida A, frente a El Rey",8.9526913432362,-79.53739330172499,26,3.7,3.7,4.4,189,0,0,0,0,1,0,0,11.8,Barlovento   (189 Check-ins)<br>Price: $26.<br>Rating: 11.8/15.
917,Finca del Mar ,['Mediterránea'],Panamá,Casco Antiguo,"Calle Primera San Felipe, Detrás de la Embajada de Francia",8.9506061554808,-79.532690048218,26,3.5,3.7,4.4,207,0,0,1,0,1,0,0,11.600000000000001,Finca del Mar  (207 Check-ins)<br>Price: $26.<br>Rating: 11.6/15.
750,Steinbock ,['Alemana'],Panamá,San Francisco,"Via Cincuentenario, Casa No. 50",8.997828616122499,-79.497971534729,26,4.4,4.4,4.6,655,0,1,1,0,1,0,0,13.4,Steinbock  (655 Check-ins)<br>Price: $26.<br>Rating: 13.4/15.
633,Nazca 21 (Casco Antiguo) ,['Peruana'],Panamá,Casco Antiguo,"Calle 8va y Catedral, diagonal al Centro de Salud de San Felipe",8.952834947881101,-79.535780489641,26,4.8,4.5,4.0,967,1,1,0,0,1,0,0,13.3,Nazca 21 (Casco Antiguo)  (967 Check-ins)<br>Price: $26.<br>Rating: 13.3/15.
858,Frida Food & Lounge ,"['Mexicana', 'Internacional']",Panamá,San Francisco,"Calle 74, Plaza Spot 74 , Local 9",8.991698,-79.505462,26,3.9,4.1,4.5,625,0,0,1,0,1,1,0,12.5,Frida Food & Lounge  (625 Check-ins)<br>Price: $26.<br>Rating: 12.5/15.
706,Fenicia (Sortis) ,"['Libanesa', 'Fusion']",Panamá,Obarrio,"Calle 53, Hotel Sortis",8.987894,-79.52005600000001,26,4.5,4.0,4.4,775,0,1,1,0,1,0,1,12.9,Fenicia (Sortis)  (775 Check-ins)<br>Price: $26.<br>Rating: 12.9/15.
804,La Taberna de Morgan ,['Tapas'],Panamá,Casco Antiguo,"Avenida A, PH Altar de Oro",8.951557155965698,-79.53579436256601,26,4.3,4.7,4.7,156,0,0,0,0,0,0,0,13.7,La Taberna de Morgan  (156 Check-ins)<br>Price: $26.<br>Rating: 13.7/15.
705,La Papa (Bella Vista) ,['Internacional'],Panamá,Bella Vista,Calle 51 Este,8.9799672525274,-79.526563882828,26,4.5,4.4,4.3,806,0,1,1,0,1,1,0,13.2,La Papa (Bella Vista)  (806 Check-ins)<br>Price: $26.<br>Rating: 13.2/15.
884,54 East ,['Internacional'],Panamá,Obarrio,"Global Hotel Panama, Calle 54 este y Samuel Lewis",8.9849819234513,-79.52129905071,27,4.2,4.1,4.2,232,1,1,1,0,1,0,1,12.5,54 East  (232 Check-ins)<br>Price: $27.<br>Rating: 12.5/15.
883,Decapolis Sushi Martini Bar ,['Japonesa'],Panamá,Marbella/Area Bancaria,"Avenida Balboa, frente a Multicentro, piso 1   Hotel Radisson Decapolis",8.9774503773347,-79.517133235931,27,4.2,3.7,3.9,233,0,1,1,0,0,0,0,11.8,Decapolis Sushi Martini Bar  (233 Check-ins)<br>Price: $27.<br>Rating: 11.8/15.
679,Oak ,['Internacional'],Panamá,Obarrio,Street Mall,8.9840117681298,-79.513657093048,27,4.6,4.3,4.4,94,0,0,1,0,0,0,0,13.299999999999999,Oak  (94 Check-ins)<br>Price: $27.<br>Rating: 13.3/15.
678,La Negra Tomasa ,['Italiana'],Panamá,El Carmen/El Cangrejo,Via Venetto y Calle Eric Del Valle,8.9859232356021,-79.528895057738,27,4.6,4.7,4.5,140,0,1,1,0,1,0,0,13.8,La Negra Tomasa  (140 Check-ins)<br>Price: $27.<br>Rating: 13.8/15.
677,Kingpot ,['Asiática'],Panamá,El Dorado/Bethania,"Dorado, Plaza La Felicidad, Entre Mcdonalds y Feduro",9.006732000000001,-79.53495699999999,27,4.6,4.5,4.5,179,0,0,1,0,0,0,0,13.6,Kingpot  (179 Check-ins)<br>Price: $27.<br>Rating: 13.6/15.
892,Mon Cocinas del Mundo ,"['Internacional', 'Del Mundo']",Panamá,Paitilla/Punta Pacifica,"Hotel Las Américas Golden Tower, PB",8.9781305976949,-79.516861997545,27,4.1,4.2,4.1,189,1,1,1,0,1,0,0,12.4,Mon Cocinas del Mundo  (189 Check-ins)<br>Price: $27.<br>Rating: 12.4/15.
720,Saquella (Hilton) ,['Internacional'],Panamá,Marbella/Area Bancaria,"Avenida Aquilino de la Guardia, Hotel Hilton, nivel P. Área de la piscina",8.9765830448497,-79.52254794538,27,4.5,4.2,4.4,437,0,0,1,0,1,0,0,13.1,Saquella (Hilton)  (437 Check-ins)<br>Price: $27.<br>Rating: 13.1/15.
645,Trattoria Gabriella ,"['Italiana', 'Pizzeria']",Panamá,Obarrio,"Calle 57, frente a Addison House",8.9863644904109,-79.519316647816,27,4.7,4.7,4.6,134,0,1,1,0,1,0,1,14.0,Trattoria Gabriella  (134 Check-ins)<br>Price: $27.<br>Rating: 14.0/15.
825,Tinajas ,"['Panameña', 'Internacional']",Panamá,Bella Vista,"Calle 51, casa No. 22",8.9794002947978,-79.526510238647,27,4.2,4.3,4.4,398,1,0,1,0,0,0,0,12.9,Tinajas  (398 Check-ins)<br>Price: $27.<br>Rating: 12.9/15.
670,Ottoman Kebab House ,"['Mediterránea', 'Turca']",Panamá,Marbella/Area Bancaria,"Edificio World Trade Center, Local 2 Planta Baja",8.9803925370817,-79.519915085983,27,4.6,4.5,4.3,295,1,1,1,0,1,1,0,13.399999999999999,Ottoman Kebab House  (295 Check-ins)<br>Price: $27.<br>Rating: 13.4/15.
725,Arró Bistró ,['Mediterránea'],Panamá,San Francisco,Vía Israel y Calle 67 Este,8.9888592695113,-79.510601735582,27,4.5,4.6,4.6,316,0,1,1,0,1,0,0,13.7,Arró Bistró  (316 Check-ins)<br>Price: $27.<br>Rating: 13.7/15.
822,Amano ,['Internacional'],Panamá,San Francisco,"Calle 70 Este, Casa Nro. 20",8.9886834536668,-79.508324861526,27,4.2,4.1,4.4,487,0,1,1,0,1,0,0,12.700000000000001,Amano  (487 Check-ins)<br>Price: $27.<br>Rating: 12.7/15.
908,Malecon ,"['Panameña', 'Tapas']",Panamá,Casco Antiguo,Calle 1 era y 2 da Oeste,8.951556679335999,-79.532373547554,27,3.9,3.9,4.5,102,0,1,0,0,0,0,0,12.3,Malecon  (102 Check-ins)<br>Price: $27.<br>Rating: 12.3/15.
807,Corte Argentino (Condado del Rey) ,['Parrillada'],Panamá,Condado del Rey,"Boulevard Plaza, Centennial local 1",9.0327052559627,-79.534080902278,27,4.3,4.3,4.1,134,1,1,1,0,1,1,0,12.7,Corte Argentino (Condado del Rey)  (134 Check-ins)<br>Price: $27.<br>Rating: 12.7/15.
772,Benihana ,['Japonesa'],Panamá,Paitilla/Punta Pacifica,"Vía Israel,  Multiplaza Pacific Mall",8.986813064646599,-79.510771036148,27,4.3,3.8,4.2,1737,1,1,1,0,1,1,0,12.3,Benihana  (1737 Check-ins)<br>Price: $27.<br>Rating: 12.3/15.
773,Mr. Limón Express (Altaplaza Mall) ,['Peruana'],Panamá,Condado del Rey,"Calle Vía Centenario, Terrazas del Food Court Altaplaza Mall",9.0297087,-79.533837,27,4.3,4.4,4.0,1600,0,1,1,0,1,1,0,12.7,Mr. Limón Express (Altaplaza Mall)  (1600 Check-ins)<br>Price: $27.<br>Rating: 12.7/15.
779,Paladar (Multiplaza) ,['Internacional'],Panamá,Paitilla/Punta Pacifica,"Mall Multiplaza, planta baja",8.9845187782425,-79.510164856911,27,4.3,4.2,4.4,966,0,1,1,0,1,0,0,12.9,Paladar (Multiplaza)  (966 Check-ins)<br>Price: $27.<br>Rating: 12.9/15.
824,Leños & Carbón (El Dorado) ,"['Internacional', 'Parrillada']",Panamá,El Dorado/Bethania,"Entrando por la casa Redonda, frente al Doit Center",9.0064587317668,-79.537956565619,27,4.2,4.2,4.2,412,0,1,1,0,1,0,0,12.600000000000001,Leños & Carbón (El Dorado)  (412 Check-ins)<br>Price: $27.<br>Rating: 12.6/15.
667,Stefano y Tegi ,"['Italiana', 'Pizzeria']",Panamá,San Francisco,Calle 70. Casa n.8 Entrando por Iglesia de Guadalupe,8.990529658569699,-79.5086665079,28,4.6,4.6,4.5,358,1,1,1,1,1,0,0,13.7,Stefano y Tegi  (358 Check-ins)<br>Price: $28.<br>Rating: 13.7/15.
657,Malo ,"['Fusion', 'Tapas']",Panamá,San Francisco,"Calle 74, Plaza Spot 74 , Local 2",8.9917801114064,-79.50582215481201,28,4.6,4.6,4.6,1127,0,1,1,0,1,0,0,13.799999999999999,Malo  (1127 Check-ins)<br>Price: $28.<br>Rating: 13.8/15.
782,Casa Jaguar ,['Internacional'],Panamá,Casco Antiguo,"Avenida Central, al lado del Teatro Amador. Edificio Amarillo.",8.953434,-79.537724,28,4.3,4.0,4.4,697,0,0,0,0,1,0,0,12.700000000000001,Casa Jaguar  (697 Check-ins)<br>Price: $28.<br>Rating: 12.7/15.
673,Kava ,"['Gourmet', 'Japonesa']",Panamá,Obarrio,"Av. Samuel Lewis y calle 59 este, Plaza Dowtown",8.9878491131053,-79.518271349213,28,4.6,4.5,4.6,262,1,1,1,1,1,1,1,13.7,Kava  (262 Check-ins)<br>Price: $28.<br>Rating: 13.7/15.
760,Estilo Campo ,"['Argentina', 'Parrillada']",Panamá,San Francisco,Calle 68,8.991841369015699,-79.510610103607,28,4.4,4.3,4.0,335,0,1,1,0,0,0,0,12.7,Estilo Campo  (335 Check-ins)<br>Price: $28.<br>Rating: 12.7/15.
757,Meze ,"['Griega', 'Mediterránea']",Panamá,Bella Vista,Bellavista Calle 49 Este,8.977879572024,-79.527840614319,28,4.4,4.2,4.7,382,0,1,1,0,1,0,0,13.3,Meze  (382 Check-ins)<br>Price: $28.<br>Rating: 13.3/15.
753,Matsuei ,['Japonesa'],Panamá,El Carmen/El Cangrejo,"Calle Eusebio A. Morales, No. 12A",8.9867521311308,-79.525539949536,28,4.4,3.6,3.9,544,1,1,1,0,0,0,0,11.9,Matsuei  (544 Check-ins)<br>Price: $28.<br>Rating: 11.9/15.
735,La Central ,"['Panameña', 'Fusion']",Panamá,Casco Antiguo,"Av. Central con Calle 5ta Este, Hotel Central PanamáCasco Viejo",8.952554,-79.53441099999999,28,4.5,4.6,4.5,101,0,0,1,0,1,0,0,13.6,La Central  (101 Check-ins)<br>Price: $28.<br>Rating: 13.6/15.
732,Tre Scalini (El Dorado) ,['Italiana'],Panamá,El Dorado/Bethania,Boulevard El Dorado,9.0064491736233,-79.53923174288299,28,4.5,4.3,4.3,239,0,0,1,0,1,0,0,13.100000000000001,Tre Scalini (El Dorado)  (239 Check-ins)<br>Price: $28.<br>Rating: 13.1/15.
844,Diablicos ,['Panameña'],Panamá,Casco Antiguo,"Avenida Central, frente al Ministerio de Gobierno, al lado de la Policía de Turismo",8.952058104508302,-79.533140659332,28,4.1,4.1,4.4,559,0,1,0,0,1,0,0,12.6,Diablicos  (559 Check-ins)<br>Price: $28.<br>Rating: 12.6/15.
